Country,Year,Top_1
Russian Federation,2013,0.2107636631
Russian Federation,2014,0.2039302737
Russian Federation,2015,0.2023654431
Russian Federation,2016,
Saudi Arabia,1980,
Saudi Arabia,1981,
Saudi Arabia,1982,
Saudi Arabia,1983,
Saudi Arabia,1984,
Saudi Arabia,1985,
Saudi Arabia,1986,
Saudi Arabia,1987,
Saudi Arabia,1988,
Saudi Arabia,1989,
Saudi Arabia,1990,0.1970075816
Saudi Arabia,1991,0.1970075965
Saudi Arabia,1992,0.1970075816
Saudi Arabia,1993,0.1970075816
Saudi Arabia,1994,0.1970075965
Saudi Arabia,1995,0.1970075965
Saudi Arabia,1996,0.1970075816
Saudi Arabia,1997,0.1970075816
Saudi Arabia,1998,0.1970075816
Saudi Arabia,1999,0.1970075816
Saudi Arabia,2000,0.1970075965
Saudi Arabia,2001,0.1970075965
Saudi Arabia,2002,0.1970075816
Saudi Arabia,2003,0.1970075816
Saudi Arabia,2004,0.1970075965
Saudi Arabia,2005,0.1970075816
Saudi Arabia,2006,0.1970075965
Saudi Arabia,2007,0.1970075816
Saudi Arabia,2008,0.1970075816
Saudi Arabia,2009,0.1970075816
Saudi Arabia,2010,0.1970075965
Saudi Arabia,2011,0.1970075816
Saudi Arabia,2012,0.1970075816
Saudi Arabia,2013,0.1970075965
Saudi Arabia,2014,0.1970075965
Saudi Arabia,2015,0.1970075816
Saudi Arabia,2016,0.1970075816
Seychelles,1980,
Seychelles,1981,
Seychelles,1982,
Seychelles,1983,
Seychelles,1984,
Seychelles,1985,
Seychelles,1986,
Seychelles,1987,
Seychelles,1988,
Seychelles,1989,
Seychelles,1990,
Seychelles,1991,
Seychelles,1992,
Seychelles,1993,
Seychelles,1994,
Seychelles,1995,
Seychelles,1996,
Seychelles,1997,
Seychelles,1998,
Seychelles,1999,
Seychelles,2000,
Seychelles,2001,
Seychelles,2002,
Seychelles,2003,
Seychelles,2004,
Seychelles,2005,
Seychelles,2006,
Seychelles,2007,
Seychelles,2008,
Seychelles,2009,
Seychelles,2010,
Seychelles,2011,
Seychelles,2012,
Seychelles,2013,
Seychelles,2014,
Seychelles,2015,
Seychelles,2016,
Singapore,1980,0.1058814079
Singapore,1981,0.1060298309
Singapore,1982,0.107911706
Singapore,1983,0.1044692546
Singapore,1984,0.1016516909
Singapore,1985,0.1067237705
Singapore,1986,0.1026351452
Singapore,1987,0.1140905097
Singapore,1988,0.1071810648
Singapore,1989,0.1130055711
Singapore,1990,0.1122321337
Singapore,1991,0.1042998508
Singapore,1992,
Singapore,1993,0.1053111181
Singapore,1994,0.1002397388
Singapore,1995,0.0983611271
Singapore,1996,0.0998667926
Singapore,1997,0.1031218842
Singapore,1998,0.1110216156
Singapore,1999,0.1278095692
Singapore,2000,0.1326229423
Singapore,2001,0.1506715417
Singapore,2002,0.1506433785
Singapore,2003,0.142432332
Singapore,2004,0.1360050142
Singapore,2005,0.1359627843
Singapore,2006,0.142273277
Singapore,2007,0.1405740827
Singapore,2008,0.1515111625
Singapore,2009,0.1366150975
Singapore,2010,0.133937642
Singapore,2011,0.138500005
Singapore,2012,0.1357000023
Singapore,2013,0.1357477605
Singapore,2014,0.1402371079
Singapore,2015,
Singapore,2016,
Slovenia,1980,
Slovenia,1981,
Slovenia,1982,
Slovenia,1983,
Slovenia,1984,
Slovenia,1985,
Slovenia,1986,
Slovenia,1987,
Slovenia,1988,
Slovenia,1989,
Slovenia,1990,
Slovenia,1991,0.045591794
Slovenia,1992,0.0508724935
Slovenia,1993,0.0591392592
Slovenia,1994,0.060719084
Slovenia,1995,0.0649615377
Slovenia,1996,0.0682320967
Slovenia,1997,0.0684956461
Slovenia,1998,0.071796529
Slovenia,1999,0.0724144503
Slovenia,2000,0.0742237046
Slovenia,2001,0.0688079596
Slovenia,2002,0.0711031258
Slovenia,2003,0.0728664622
Slovenia,2004,0.0742776841
Slovenia,2005,0.0733832121
Slovenia,2006,0.0720248073
Slovenia,2007,0.0708508268
Slovenia,2008,0.0717928931
Slovenia,2009,0.0687925145
Slovenia,2010,0.0698225796
Slovenia,2011,0.0651272684
Slovenia,2012,0.0695209429
Slovenia,2013,
Slovenia,2014,
Slovenia,2015,
Slovenia,2016,
South Africa,1980,0.1089299992
South Africa,1981,0.1134900004
South Africa,1982,0.11998
South Africa,1983,0.1133999974
South Africa,1984,0.1129899994
South Africa,1985,0.1063999981
South Africa,1986,0.1035199985
South Africa,1987,0.0877500027
South Africa,1988,0.0988200009
South Africa,1989,
South Africa,1990,0.0985099971
South Africa,1991,0.1053600013
South Africa,1992,0.1056400016
South Africa,1993,0.1026600003
South Africa,1994,
South Africa,1995,
South Africa,1996,
South Africa,1997,
South Africa,1998,
South Africa,1999,
South Africa,2000,
South Africa,2001,
South Africa,2002,0.1661337316
South Africa,2003,0.1692063063
South Africa,2004,0.1708408147
South Africa,2005,0.1797388643
South Africa,2006,0.1900236756
South Africa,2007,0.2005635947
South Africa,2008,0.194647342
South Africa,2009,0.1828438342
South Africa,2010,0.1854127347
South Africa,2011,0.1845951378
South Africa,2012,0.1921281219
South Africa,2013,
South Africa,2014,
South Africa,2015,
South Africa,2016,
Spain,1980,
Spain,1981,0.0762799978
Spain,1982,0.0795300007
Spain,1983,0.0779199973
Spain,1984,0.0781200007
Spain,1985,0.0811899975
Spain,1986,0.0887800008
Spain,1987,0.0915199965
Spain,1988,0.0918599963
Spain,1989,0.0900999978
Spain,1990,0.088030003
Spain,1991,0.0846899971
Spain,1992,0.0842199996
Spain,1993,0.0821899995
Spain,1994,0.0827099979
Spain,1995,0.0828699991
Spain,1996,0.0828600004
Spain,1997,0.0843100026
Spain,1998,0.088440001
Spain,1999,0.0934500024
Spain,2000,0.0974899977
Spain,2001,0.0963200033
Spain,2002,0.0932200029
Spain,2003,0.0991400033
Spain,2004,0.1022799984
Spain,2005,0.1099999994
Spain,2006,0.1274099946
Spain,2007,0.1123600006
Spain,2008,0.098269999
Spain,2009,0.0929799974
Spain,2010,0.0868699998
Spain,2011,0.0903400034
Spain,2012,0.0857599974
Spain,2013,
Spain,2014,
Spain,2015,
Spain,2016,
Sweden,1980,0.0412999988
Sweden,1981,0.0406999998
Sweden,1982,0.0408000015
Sweden,1983,0.0445000008
Sweden,1984,0.0436000004
Sweden,1985,0.0458999984
Sweden,1986,0.0449000001
Sweden,1987,0.0472999997
Sweden,1988,0.0507999994
Sweden,1989,0.0544999987
Sweden,1990,0.0520000011
Sweden,1991,0.0694999993
Sweden,1992,0.0584000014
Sweden,1993,0.0593000017
Sweden,1994,0.071800001
Sweden,1995,0.0599999987
Sweden,1996,0.0698999986
Sweden,1997,0.0760999992
Sweden,1998,0.0816999972
Sweden,1999,0.0930000022
Sweden,2000,0.1111999974
Sweden,2001,0.0861999989
Sweden,2002,0.0759000033
Sweden,2003,0.0762000009
Sweden,2004,0.0786999986
Sweden,2005,0.0899000019
Sweden,2006,0.0952999964
Sweden,2007,0.0994660035
Sweden,2008,0.0898955911
Sweden,2009,0.0841263682
Sweden,2010,0.0898375213
Sweden,2011,0.090085268
Sweden,2012,0.0866736695
Sweden,2013,0.087267451
Sweden,2014,
Sweden,2015,
Sweden,2016,
Switzerland,1980,
Switzerland,1981,0.0838600025
Switzerland,1982,
Switzerland,1983,0.0905100033
Switzerland,1984,
Switzerland,1985,0.0907000005
Switzerland,1986,
Switzerland,1987,0.0921799988
Switzerland,1988,
Switzerland,1989,0.0860100016
Switzerland,1990,
Switzerland,1991,0.084830001
Switzerland,1992,
Switzerland,1993,0.0802600011
Switzerland,1994,
Switzerland,1995,0.082629092
Switzerland,1996,0.0904595777
Switzerland,1997,0.0950050801
Switzerland,1998,0.0961115435
Switzerland,1999,0.0977760926
Switzerland,2000,0.0989771634
Switzerland,2001,0.0987471715
Switzerland,2002,0.093284443
Switzerland,2003,0.0948042721
Switzerland,2004,0.0972575173
Switzerland,2005,0.0994748399
Switzerland,2006,0.103678301
Switzerland,2007,0.1104687974
Switzerland,2008,0.1104250029
Switzerland,2009,0.1068658978
Switzerland,2010,0.1074901
Switzerland,2011,0.1190524027
Switzerland,2012,0.1043518037
Switzerland,2013,0.1065049991
Switzerland,2014,0.1130278036
Switzerland,2015,
Switzerland,2016,
Syrian Arab Republic,1980,
Syrian Arab Republic,1981,
Syrian Arab Republic,1982,
Syrian Arab Republic,1983,
Syrian Arab Republic,1984,
Syrian Arab Republic,1985,
Syrian Arab Republic,1986,
Syrian Arab Republic,1987,
Syrian Arab Republic,1988,
Syrian Arab Republic,1989,
Syrian Arab Republic,1990,0.1468341947
Syrian Arab Republic,1991,0.1468342096
Syrian Arab Republic,1992,0.1468342096
Syrian Arab Republic,1993,0.1468342245
Syrian Arab Republic,1994,0.1468342245
Syrian Arab Republic,1995,0.1468342245
Syrian Arab Republic,1996,0.1468342394
Syrian Arab Republic,1997,0.1468414813
Syrian Arab Republic,1998,0.1468304992
Syrian Arab Republic,1999,0.1468342245
Syrian Arab Republic,2000,0.1468342245
Syrian Arab Republic,2001,0.1468342245
Syrian Arab Republic,2002,0.1468342096
Syrian Arab Republic,2003,0.1468342394
Syrian Arab Republic,2004,0.1467651278
Syrian Arab Republic,2005,0.1468342096
Syrian Arab Republic,2006,0.1468342245
Syrian Arab Republic,2007,0.1468304843
Syrian Arab Republic,2008,0.1467652321
Syrian Arab Republic,2009,0.1468342245
Syrian Arab Republic,2010,0.1468452811
Syrian Arab Republic,2011,0.1468342245
Syrian Arab Republic,2012,0.1468342096
Syrian Arab Republic,2013,0.1468451917
Syrian Arab Republic,2014,0.1468342245
Syrian Arab Republic,2015,0.1468342096
Syrian Arab Republic,2016,0.1468342245
Taiwan,1980,0.0602968559
Taiwan,1981,0.059291739
Taiwan,1982,0.0620119609
Taiwan,1983,0.0618229359
Taiwan,1984,0.0649839714
Taiwan,1985,0.0683832094
Taiwan,1986,0.0672899634
Taiwan,1987,0.0748721063
Taiwan,1988,0.0720412135
Taiwan,1989,0.0814328641
Taiwan,1990,0.0779201016
Taiwan,1991,0.0804853886
Taiwan,1992,0.0740412399
Taiwan,1993,0.0695476755
Taiwan,1994,0.0728634298
Taiwan,1995,0.0729578808
Taiwan,1996,0.0729726851
Taiwan,1997,0.0752600357
Taiwan,1998,0.0800243542
Taiwan,1999,0.0790493935
Taiwan,2000,0.0885123536
Taiwan,2001,0.0914644226
Taiwan,2002,0.0857433453
Taiwan,2003,0.0918747559
Taiwan,2004,0.0911903903
Taiwan,2005,0.098758176
Taiwan,2006,0.0993704647
Taiwan,2007,0.1077101901
Taiwan,2008,0.1137795374
Taiwan,2009,0.0966323018
Taiwan,2010,0.1119875312
Taiwan,2011,0.1173742041
Taiwan,2012,0.113108702
Taiwan,2013,0.106765449
Taiwan,2014,
Taiwan,2015,
Taiwan,2016,
Turkey,1980,
Turkey,1981,
Turkey,1982,
Turkey,1983,
Turkey,1984,
Turkey,1985,
Turkey,1986,
Turkey,1987,
Turkey,1988,
Turkey,1989,
Turkey,1990,0.2825734615
Turkey,1991,0.2825734317
Turkey,1992,0.2825734317
Turkey,1993,0.2825733423
Turkey,1994,0.2825734317
Turkey,1995,0.2825734615
Turkey,1996,0.2825734615
Turkey,1997,0.2825734317
Turkey,1998,0.22453475
Turkey,1999,0.2245347649
Turkey,2000,0.22453475
Turkey,2001,0.2245347798
Turkey,2002,0.22453475
Turkey,2003,0.2196533382
Turkey,2004,0.2146455795
Turkey,2005,0.18888551
Turkey,2006,0.1796057075
Turkey,2007,0.1736188233
Turkey,2008,0.1827385426
Turkey,2009,0.1938407719
Turkey,2010,0.1990195662
Turkey,2011,0.1928068846
Turkey,2012,0.1978211701
Turkey,2013,0.1902291328
Turkey,2014,0.2098390609
Turkey,2015,0.2154310197
Turkey,2016,0.2343523651
USA,1980,0.1067100018
USA,1981,0.1105199978
USA,1982,0.1126400009
USA,1983,0.1151399985
USA,1984,0.1249599978
USA,1985,0.1255300045
USA,1986,0.1220899969
USA,1987,0.1330699921
USA,1988,0.1487600058
USA,1989,0.1446499974
USA,1990,0.14542
USA,1991,0.1389099956
USA,1992,0.1501300037
USA,1993,0.1464399993
USA,1994,0.1468700022
USA,1995,0.1528300047
USA,1996,0.1596699953
USA,1997,0.1662900001
USA,1998,0.1692299992
USA,1999,0.1770900041
USA,2000,0.1826599985
USA,2001,0.1726800054
USA,2002,0.1705799997
USA,2003,0.1720200032
USA,2004,0.1832199991
USA,2005,0.193719998
USA,2006,0.201000005
USA,2007,0.1986699998
USA,2008,0.1951999962
USA,2009,0.1854099929
USA,2010,0.1979999989
USA,2011,0.1959999949
USA,2012,0.2077900022
USA,2013,0.1959200054
USA,2014,0.2019999921
USA,2015,
USA,2016,
United Arab Emirates,1980,
United Arab Emirates,1981,
United Arab Emirates,1982,
United Arab Emirates,1983,
United Arab Emirates,1984,
United Arab Emirates,1985,
United Arab Emirates,1986,
United Arab Emirates,1987,
United Arab Emirates,1988,
United Arab Emirates,1989,
United Arab Emirates,1990,0.1956339478
United Arab Emirates,1991,0.1965252161
United Arab Emirates,1992,0.1974520981
United Arab Emirates,1993,0.1984110177
United Arab Emirates,1994,0.1993966848
United Arab Emirates,1995,0.2004216164
United Arab Emirates,1996,0.2008289397
United Arab Emirates,1997,0.201272741
United Arab Emirates,1998,0.2017508596
United Arab Emirates,1999,0.2022641897
United Arab Emirates,2000,0.2028174549
United Arab Emirates,2001,0.2034038752
United Arab Emirates,2002,0.2040262669
United Arab Emirates,2003,0.2046900094
United Arab Emirates,2004,0.2053980082
United Arab Emirates,2005,0.1946392208
United Arab Emirates,2006,0.2249657512
United Arab Emirates,2007,0.2467023432
United Arab Emirates,2008,0.2835845947
United Arab Emirates,2009,0.1558254212
United Arab Emirates,2010,0.1608429253
United Arab Emirates,2011,0.2236959934
United Arab Emirates,2012,0.2413718998
United Arab Emirates,2013,0.2530119717
United Arab Emirates,2014,0.2606209219
United Arab Emirates,2015,0.2311756015
United Arab Emirates,2016,0.2280587554
United Kingdom,1980,
United Kingdom,1981,0.0666999966
United Kingdom,1982,0.0684999973
United Kingdom,1983,0.0683000013
United Kingdom,1984,0.0715999976
United Kingdom,1985,0.074000001
United Kingdom,1986,0.0754999965
United Kingdom,1987,0.0777999982
United Kingdom,1988,0.0863000005
United Kingdom,1989,0.0866999999
United Kingdom,1990,0.0979999974
United Kingdom,1991,0.1032077074
United Kingdom,1992,0.0986000001
United Kingdom,1993,0.1036000028
United Kingdom,1994,0.1059999987
United Kingdom,1995,0.1075000018
United Kingdom,1996,0.1190000027
United Kingdom,1997,0.1207063645
United Kingdom,1998,0.1252992004
United Kingdom,1999,0.1323896348
United Kingdom,2000,0.1350871325
United Kingdom,2001,0.1338610947
United Kingdom,2002,0.1302582026
United Kingdom,2003,0.1323894262
United Kingdom,2004,0.1330055445
United Kingdom,2005,0.1422375441
United Kingdom,2006,0.1482000053
United Kingdom,2007,0.1544000059
United Kingdom,2008,0.1540468186
United Kingdom,2009,0.1542000026
United Kingdom,2010,0.1254999936
United Kingdom,2011,0.1293037534
United Kingdom,2012,0.1269690245
United Kingdom,2013,0.1452693045
United Kingdom,2014,0.1388271302
United Kingdom,2015,
United Kingdom,2016,
Uruguay,1980,
Uruguay,1981,
Uruguay,1982,
Uruguay,1983,
Uruguay,1984,
Uruguay,1985,
Uruguay,1986,
Uruguay,1987,
Uruguay,1988,
Uruguay,1989,
Uruguay,1990,
Uruguay,1991,
Uruguay,1992,
Uruguay,1993,
Uruguay,1994,
Uruguay,1995,
Uruguay,1996,
Uruguay,1997,
Uruguay,1998,
Uruguay,1999,
Uruguay,2000,
Uruguay,2001,
Uruguay,2002,
Uruguay,2003,
Uruguay,2004,
Uruguay,2005,
Uruguay,2006,
Uruguay,2007,
Uruguay,2008,
Uruguay,2009,0.1420000046
Uruguay,2010,0.1459999979
Uruguay,2011,0.1439999938
Uruguay,2012,0.1400000006
Uruguay,2013,
Uruguay,2014,
Uruguay,2015,
Uruguay,2016,
Yemen,1980,
Yemen,1981,
Yemen,1982,
Yemen,1983,
Yemen,1984,
Yemen,1985,
Yemen,1986,
Yemen,1987,
Yemen,1988,
Yemen,1989,
Yemen,1990,0.1570478529
Yemen,1991,0.1570478678
Yemen,1992,0.1570478678
Yemen,1993,0.1570478529
Yemen,1994,0.1570478678
Yemen,1995,0.1570478678
Yemen,1996,0.1570478678
Yemen,1997,0.1570478529
Yemen,1998,0.1570478678
Yemen,1999,0.1570478529
Yemen,2000,0.1570478529
Yemen,2001,0.1570478678
Yemen,2002,0.1570478678
Yemen,2003,0.1570478678
Yemen,2004,0.1570478678
Yemen,2005,0.1570478678
Yemen,2006,0.1570478678
Yemen,2007,0.1570478678
Yemen,2008,0.1570478678
Yemen,2009,0.1570478678
Yemen,2010,0.1570478678
Yemen,2011,0.1570478678
Yemen,2012,0.1570478678
Yemen,2013,0.1570478529
Yemen,2014,0.1570478678
Yemen,2015,0.1570478678
Yemen,2016,0.1570478529
Zambia,1980,
Zambia,1981,
Zambia,1982,
Zambia,1983,
Zambia,1984,
Zambia,1985,
Zambia,1986,
Zambia,1987,
Zambia,1988,
Zambia,1989,
Zambia,1990,
Zambia,1991,
Zambia,1992,
Zambia,1993,
Zambia,1994,
Zambia,1995,
Zambia,1996,
Zambia,1997,
Zambia,1998,
Zambia,1999,
Zambia,2000,
Zambia,2001,
Zambia,2002,
Zambia,2003,
Zambia,2004,
Zambia,2005,
Zambia,2006,
Zambia,2007,
Zambia,2008,
Zambia,2009,
Zambia,2010,
Zambia,2011,
Zambia,2012,
Zambia,2013,
Zambia,2014,
Zambia,2015,
Zambia,2016,
Zimbabwe,1980,0.1896823496
Zimbabwe,1981,
Zimbabwe,1982,
Zimbabwe,1983,0.1457021832
Zimbabwe,1984,0.163987115
Zimbabwe,1985,
Zimbabwe,1986,
Zimbabwe,1987,
Zimbabwe,1988,
Zimbabwe,1989,
Zimbabwe,1990,
Zimbabwe,1991,
Zimbabwe,1992,
Zimbabwe,1993,
Zimbabwe,1994,
Zimbabwe,1995,
Zimbabwe,1996,
Zimbabwe,1997,
Zimbabwe,1998,
Zimbabwe,1999,
Zimbabwe,2000,
Zimbabwe,2001,
Zimbabwe,2002,
Zimbabwe,2003,
Zimbabwe,2004,
Zimbabwe,2005,
Zimbabwe,2006,
Zimbabwe,2007,
Zimbabwe,2008,
Zimbabwe,2009,
Zimbabwe,2010,
Zimbabwe,2011,
Zimbabwe,2012,
Zimbabwe,2013,
Zimbabwe,2014,
Zimbabwe,2015,
Zimbabwe,2016,